Unnamed: 0,day,lat,lon,air_temperature_tmmn,potential_evapotranspiration,mean_vapor_pressure_deficit,relative_humidity_rmax,relative_humidity_rmin,precipitation_amount,air_temperature_tmmx,wind_speed
14877,2018-10-05,40.3278,-105.5774,272.7,6.0,0.35999998,38.2,43.100002,3.1000001,284.6,3.4
14878,2018-10-06,40.3278,-105.5774,272.2,5.6,0.14,45.0,67.0,3.3,283.2,4.2000003
14879,2018-10-07,40.3278,-105.5774,271.8,4.8,0.16,19.5,62.2,4.1,289.6,3.8
14880,2018-10-08,40.3278,-105.5774,269.5,4.8,0.07,24.1,77.6,5.9,290.1,2.6000001
14881,2018-10-09,40.3278,-105.5774,268.3,4.6,0.089999996,75.8,69.700005,4.0,290.6,1.9
14882,2018-10-10,40.3278,-105.5774,266.2,8.0,0.08,88.8,71.200005,14.3,266.9,2.1000001
14883,2018-10-11,40.3278,-105.5774,265.4,4.8,0.17999999,60.5,47.9,1.0,275.2,2.3
14884,2018-10-12,40.3278,-105.5774,271.6,5.5,0.45,32.600002,30.800001,0.0,282.4,5.0
14885,2018-10-13,40.3278,-105.5774,263.7,7.2000003,0.41,34.0,24.9,13.1,285.4,3.5
14886,2018-10-14,40.3278,-105.5774,258.2,6.3,0.06,39.0,59.2,4.7000003,286.4,3.8
14887,2018-10-15,40.3278,-105.5774,258.5,6.1,0.26999998,49.600002,22.4,0.0,285.4,3.7
14888,2018-10-16,40.3278,-105.5774,264.8,8.900001,0.32,34.3,30.800001,0.0,288.8,2.0
14889,2018-10-17,40.3278,-105.5774,266.9,10.1,0.39,28.800001,30.6,0.0,289.4,3.9
14890,2018-10-18,40.3278,-105.5774,270.0,8.2,0.42999998,56.5,32.3,0.0,280.9,3.2
14891,2018-10-19,40.3278,-105.5774,269.8,0.90000004,0.55,53.9,24.0,0.0,279.3,3.4
14892,2018-10-20,40.3278,-105.5774,270.7,1.4,0.68,64.700005,18.7,0.0,270.9,2.2
14893,2018-10-21,40.3278,-105.5774,274.2,1.6,0.76,66.0,19.800001,0.0,274.2,2.9
14894,2018-10-22,40.3278,-105.5774,273.9,4.0,0.69,67.9,24.0,0.0,277.3,2.7
14895,2018-10-23,40.3278,-105.5774,274.1,5.7000003,0.59,94.0,30.1,0.0,273.9,3.4
14896,2018-10-24,40.3278,-105.5774,275.3,4.7000003,0.42999998,94.8,41.5,0.0,273.4,3.0
14897,2018-10-25,40.3278,-105.5774,274.8,5.5,0.56,63.8,29.9,0.0,284.7,4.9
14898,2018-10-26,40.3278,-105.5774,275.8,6.7000003,0.64,92.200005,25.1,0.0,283.8,5.4
14899,2018-10-27,40.3278,-105.5774,273.9,5.0,0.63,100.0,26.800001,0.0,264.1,6.6
14900,2018-10-28,40.3278,-105.5774,277.1,6.2000003,0.83,90.9,22.0,0.0,267.0,4.0
14901,2018-10-29,40.3278,-105.5774,272.5,6.0,0.83,100.0,14.8,1.5,259.4,4.9
14902,2018-10-30,40.3278,-105.5774,267.2,6.9,0.12,100.0,63.0,19.7,266.5,2.1000001
14903,2018-10-31,40.3278,-105.5774,265.3,6.0,0.24,49.100002,37.8,0.0,276.5,2.4
14904,2018-11-01,40.3278,-105.5774,269.2,5.4,0.29,70.200005,41.2,0.4,272.6,5.8
14905,2018-11-02,40.3278,-105.5774,271.9,4.6,0.32999998,40.7,44.7,4.1,280.0,8.1
14906,2018-11-03,40.3278,-105.5774,269.7,6.0,0.26,47.0,47.0,2.2,280.0,5.9
14907,2018-11-04,40.3278,-105.5774,270.2,6.3,0.24,52.8,51.9,1.2,278.4,5.6
14908,2018-11-05,40.3278,-105.5774,268.2,8.1,0.21,52.600002,50.9,1.4,281.2,6.0
14909,2018-11-06,40.3278,-105.5774,264.0,8.2,0.17999999,76.6,44.8,0.0,282.0,4.1
14910,2018-11-07,40.3278,-105.5774,261.1,2.6000001,0.17,78.3,40.9,0.0,280.3,2.1000001
14911,2018-11-08,40.3278,-105.5774,261.2,4.4,0.17,37.5,41.2,0.0,282.6,4.1
14912,2018-11-09,40.3278,-105.5774,264.0,6.5,0.26,41.0,30.4,0.0,286.8,4.3
14913,2018-11-10,40.3278,-105.5774,264.6,3.8,0.38,100.0,20.4,6.4,283.9,5.0
14914,2018-11-11,40.3278,-105.5774,257.5,3.5,0.02,100.0,73.3,9.2,272.4,2.7
14915,2018-11-12,40.3278,-105.5774,255.8,5.2000003,0.13,38.9,38.2,0.0,280.7,3.5
14916,2018-11-13,40.3278,-105.5774,266.2,3.2,0.32999998,66.0,30.2,0.0,279.2,4.5
14917,2018-11-14,40.3278,-105.5774,268.0,5.4,0.51,80.6,22.5,0.0,279.4,4.0
14918,2018-11-15,40.3278,-105.5774,271.3,6.8,0.55,41.8,22.300001,0.0,284.5,3.4
14919,2018-11-16,40.3278,-105.5774,268.7,6.0,0.5,74.6,21.2,0.5,279.9,4.2000003
14920,2018-11-17,40.3278,-105.5774,257.0,5.4,0.01,64.200005,70.3,12.3,279.2,1.8000001
14921,2018-11-18,40.3278,-105.5774,259.3,5.7000003,0.24,53.7,30.2,0.0,281.9,4.1
14922,2018-11-19,40.3278,-105.5774,265.1,5.6,0.35,51.3,25.1,0.0,285.1,2.8
14923,2018-11-20,40.3278,-105.5774,268.1,5.4,0.48999998,100.0,20.2,0.0,279.1,3.2
14924,2018-11-21,40.3278,-105.5774,270.3,5.6,0.59999996,100.0,16.300001,0.0,267.3,3.2
14925,2018-11-22,40.3278,-105.5774,269.8,6.5,0.51,86.1,22.2,0.0,273.7,3.7
14926,2018-11-23,40.3278,-105.5774,269.1,7.0,0.26999998,42.7,43.9,0.4,280.0,9.1
14927,2018-11-24,40.3278,-105.5774,263.4,6.8,0.14999999,43.8,50.0,11.3,278.5,6.5
14928,2018-11-25,40.3278,-105.5774,261.0,2.9,0.17,100.0,39.5,0.0,272.4,5.3
14929,2018-11-26,40.3278,-105.5774,264.9,5.5,0.32999998,100.0,24.1,0.0,263.0,5.3
14930,2018-11-27,40.3278,-105.5774,271.0,6.1,0.39,100.0,32.5,0.0,269.2,5.3
14931,2018-11-28,40.3278,-105.5774,270.7,4.6,0.35,100.0,37.9,0.7,277.7,5.5
14932,2018-11-29,40.3278,-105.5774,266.1,5.7000003,0.19,100.0,49.600002,0.6,277.4,2.7
14933,2018-11-30,40.3278,-105.5774,264.9,5.1,0.21,68.4,43.8,0.0,265.7,3.0
14934,2018-12-01,40.3278,-105.5774,261.0,5.3,0.14999999,45.9,47.2,0.0,276.0,6.7000003
14935,2018-12-02,40.3278,-105.5774,256.7,2.9,0.13,45.9,42.9,1.5,278.3,2.3
14936,2018-12-03,40.3278,-105.5774,256.0,2.3,0.07,52.100002,55.9,1.4,275.2,1.5
14937,2018-12-04,40.3278,-105.5774,259.6,3.5,0.17999999,44.8,34.2,0.0,277.1,5.6
14938,2018-12-05,40.3278,-105.5774,259.6,0.2,0.22,87.3,32.100002,3.9,273.4,3.7
14939,2018-12-06,40.3278,-105.5774,257.9,0.6,0.04,53.100002,67.0,0.0,275.8,1.9
14940,2018-12-07,40.3278,-105.5774,261.1,2.3,0.14999999,40.5,47.3,0.0,278.5,2.0
14941,2018-12-08,40.3278,-105.5774,265.7,2.5,0.26,77.3,38.100002,0.0,276.6,3.8
14942,2018-12-09,40.3278,-105.5774,264.7,2.9,0.26999998,63.4,33.4,0.0,270.0,4.5
14943,2018-12-10,40.3278,-105.5774,268.9,3.5,0.58,46.8,14.0,0.0,271.4,3.9
14944,2018-12-11,40.3278,-105.5774,270.5,3.5,0.45,41.100002,24.1,0.0,277.1,6.0
14945,2018-12-12,40.3278,-105.5774,263.1,4.5,0.28,56.8,31.800001,0.0,273.4,6.7000003
14946,2018-12-13,40.3278,-105.5774,262.8,4.8,0.26999998,67.4,28.6,0.0,270.1,5.2000003
14947,2018-12-14,40.3278,-105.5774,269.3,4.6,0.52,100.0,19.9,0.0,269.3,3.2
14948,2018-12-15,40.3278,-105.5774,272.6,4.3,0.53,92.6,24.7,0.0,266.6,4.7000003
14949,2018-12-16,40.3278,-105.5774,267.1,4.1,0.58,69.6,17.0,0.0,264.2,2.6000001
14950,2018-12-17,40.3278,-105.5774,272.1,4.3,0.61,49.9,19.300001,0.0,272.0,3.2
14951,2018-12-18,40.3278,-105.5774,270.4,4.2000003,0.35,43.8,38.0,0.0,277.9,4.6
14952,2018-12-19,40.3278,-105.5774,265.6,2.8,0.21,39.7,45.9,1.3000001,273.2,9.1
14953,2018-12-20,40.3278,-105.5774,265.6,0.5,0.29999998,47.0,32.9,0.0,276.8,5.2000003
14954,2018-12-21,40.3278,-105.5774,268.9,1.5,0.39999998,23.9,29.6,0.7,280.7,5.8
14955,2018-12-22,40.3278,-105.5774,262.6,1.8000001,0.16,27.800001,47.3,0.0,283.0,4.2000003
14956,2018-12-23,40.3278,-105.5774,264.9,1.8000001,0.32,35.600002,26.4,0.0,283.8,4.5
14957,2018-12-24,40.3278,-105.5774,262.6,3.8,0.17999999,58.100002,45.3,0.0,279.3,2.9
14958,2018-12-25,40.3278,-105.5774,262.8,1.9,0.22999999,73.8,38.4,0.0,274.7,2.8
14959,2018-12-26,40.3278,-105.5774,259.6,3.1000001,0.17999999,100.0,41.5,1.6,271.4,3.1000001
14960,2018-12-27,40.3278,-105.5774,256.4,3.6000001,0.089999996,100.0,50.4,0.0,272.9,4.2000003
14961,2018-12-28,40.3278,-105.5774,253.6,4.2000003,0.06,99.200005,57.4,0.0,265.6,1.3000001
14962,2018-12-29,40.3278,-105.5774,257.5,5.5,0.19,61.4,31.300001,0.0,263.2,4.7000003
14963,2018-12-30,40.3278,-105.5774,263.1,3.2,0.22,57.7,39.600002,0.0,268.8,4.3
14964,2018-12-31,40.3278,-105.5774,262.3,1.3000001,0.17,64.6,46.4,2.5,272.2,2.9
14965,2018-01-01,40.53373,-115.45768,268.9,1.8000001,0.32999998,100.0,39.0,0.0,263.0,2.0
14966,2018-01-02,40.53373,-115.45768,268.0,2.0,0.41,100.0,30.4,0.3,269.9,2.5
14967,2018-01-03,40.53373,-115.45768,269.9,2.3,0.5,74.0,25.6,0.0,278.0,3.1000001
14968,2018-01-04,40.53373,-115.45768,271.4,0.8,0.53999996,61.9,25.7,0.0,278.6,3.2
14969,2018-01-05,40.53373,-115.45768,270.3,2.4,0.44,68.9,31.9,1.4,275.0,2.6000001
14970,2018-01-06,40.53373,-115.45768,267.4,1.0,0.16,90.0,59.4,6.6,270.2,2.5
14971,2018-01-07,40.53373,-115.45768,265.3,1.7,0.31,92.700005,37.9,0.3,271.0,2.9
14972,2018-01-08,40.53373,-115.45768,271.1,2.6000001,0.32999998,94.9,45.0,3.9,277.1,3.8
14973,2018-01-09,40.53373,-115.45768,272.6,1.4,0.16,75.0,72.4,3.9,279.0,3.5
14974,2018-01-10,40.53373,-115.45768,269.2,3.3,0.04,100.0,88.6,17.0,274.9,6.2000003
14975,2018-01-11,40.53373,-115.45768,268.7,1.1,0.17,100.0,60.7,3.0,277.4,4.2000003
14976,2018-01-12,40.53373,-115.45768,267.6,1.2,0.22,73.200005,51.0,0.0,278.4,3.3
14977,2018-01-13,40.53373,-115.45768,267.0,2.4,0.32999998,58.7,38.100002,0.0,274.0,1.4
14978,2018-01-14,40.53373,-115.45768,269.5,2.6000001,0.45999998,68.700005,31.300001,0.0,270.7,3.0
14979,2018-01-15,40.53373,-115.45768,270.8,2.4,0.39,75.0,38.7,0.0,274.6,3.1000001
14980,2018-01-16,40.53373,-115.45768,270.1,3.3,0.28,86.700005,48.100002,0.0,273.6,2.0
14981,2018-01-17,40.53373,-115.45768,269.4,3.6000001,0.26999998,100.0,48.2,0.0,273.9,3.3
14982,2018-01-18,40.53373,-115.45768,274.0,4.5,0.5,100.0,37.5,0.0,270.0,4.2000003
14983,2018-01-19,40.53373,-115.45768,264.8,3.6000001,0.17999999,87.1,51.2,11.2,276.1,5.0
14984,2018-01-20,40.53373,-115.45768,260.8,1.2,0.07,85.700005,68.200005,3.7,278.4,5.2000003
14985,2018-01-21,40.53373,-115.45768,260.5,0.3,0.099999994,100.0,57.8,1.0,267.3,3.1000001
14986,2018-01-22,40.53373,-115.45768,265.0,0.4,0.089999996,100.0,71.8,0.0,267.0,2.4
14987,2018-01-23,40.53373,-115.45768,261.9,1.6,0.17999999,85.200005,46.2,0.0,272.3,3.3
14988,2018-01-24,40.53373,-115.45768,269.3,1.2,0.37,94.9,35.4,0.0,273.2,4.8
14989,2018-01-25,40.53373,-115.45768,264.3,1.2,0.16,91.700005,52.5,4.9,274.6,5.1
14990,2018-01-26,40.53373,-115.45768,261.9,1.9,0.089999996,81.8,64.0,0.0,276.8,2.9
14991,2018-01-27,40.53373,-115.45768,263.3,2.4,0.12,76.6,59.5,1.6,278.2,3.2
14992,2018-01-28,40.53373,-115.45768,267.5,1.2,0.35999998,89.1,36.5,0.0,277.3,2.7
14993,2018-01-29,40.53373,-115.45768,269.5,2.2,0.47,81.5,30.7,0.0,277.4,3.5
14994,2018-01-30,40.53373,-115.45768,272.7,3.2,0.51,86.4,31.7,0.0,279.5,3.8
14995,2018-01-31,40.53373,-115.45768,271.8,3.0,0.42999998,74.5,35.100002,0.0,281.7,3.6000001
14996,2018-02-01,40.53373,-115.45768,270.6,2.8,0.31,70.1,44.9,0.5,280.3,2.6000001
14997,2018-02-02,40.53373,-115.45768,270.6,1.5,0.35,99.6,42.600002,0.0,274.8,3.0
14998,2018-02-03,40.53373,-115.45768,271.3,2.7,0.22999999,100.0,58.100002,0.0,270.5,4.6
14999,2018-02-04,40.53373,-115.45768,271.6,3.1000001,0.31,90.9,48.3,0.0,270.7,3.9
15000,2018-02-05,40.53373,-115.45768,269.2,2.8,0.26,100.0,48.600002,0.0,267.1,4.0
15001,2018-02-06,40.53373,-115.45768,265.9,1.2,0.21,100.0,48.100002,0.0,260.5,3.6000001
15002,2018-02-07,40.53373,-115.45768,267.1,0.8,0.39999998,100.0,29.800001,0.0,267.3,2.0
15003,2018-02-08,40.53373,-115.45768,270.9,1.0,0.52,86.200005,27.2,0.0,269.3,2.5
15004,2018-02-09,40.53373,-115.45768,271.9,1.9,0.39,89.8,38.100002,0.0,267.9,4.6
15005,2018-02-10,40.53373,-115.45768,261.7,1.3000001,0.19,100.0,40.8,0.0,266.0,4.8
15006,2018-02-11,40.53373,-115.45768,261.0,0.7,0.28,100.0,28.2,3.0,269.9,4.4
15007,2018-02-12,40.53373,-115.45768,258.8,0.6,0.02,77.1,72.4,8.3,274.1,2.4
15008,2018-02-13,40.53373,-115.45768,258.8,1.8000001,0.19,82.6,38.8,3.1000001,273.0,1.9
15009,2018-02-14,40.53373,-115.45768,265.8,2.1000001,0.19,100.0,50.600002,3.1000001,276.5,4.1
15010,2018-02-15,40.53373,-115.45768,258.2,1.5,0.04,100.0,70.1,0.0,271.4,3.4
15011,2018-02-16,40.53373,-115.45768,259.5,1.2,0.26,94.200005,27.300001,4.0,266.2,3.1000001
15012,2018-02-17,40.53373,-115.45768,264.9,2.7,0.39999998,100.0,27.300001,2.2,266.2,3.7
15013,2018-02-18,40.53373,-115.45768,262.4,1.4,0.17,100.0,47.4,12.6,267.6,7.9
15014,2018-02-19,40.53373,-115.45768,257.1,0.5,0.04,93.6,71.3,3.4,261.7,6.2000003
15015,2018-02-20,40.53373,-115.45768,252.9,1.2,0.08,97.3,46.0,0.0,268.4,3.8
15016,2018-02-21,40.53373,-115.45768,255.7,0.90000004,0.11,100.0,44.4,0.0,266.9,2.0
15017,2018-02-22,40.53373,-115.45768,256.9,0.5,0.07,100.0,59.7,5.2000003,266.2,2.8
15018,2018-02-23,40.53373,-115.45768,254.8,1.1,0.049999997,92.9,59.100002,0.0,269.9,3.7
15019,2018-02-24,40.53373,-115.45768,254.6,0.7,0.02,72.6,72.6,11.2,272.6,5.8
15020,2018-02-25,40.53373,-115.45768,255.5,1.7,0.12,73.1,43.5,2.3,276.9,4.3
15021,2018-02-26,40.53373,-115.45768,264.9,2.7,0.14999999,54.4,55.100002,7.7000003,279.3,2.5
15022,2018-02-27,40.53373,-115.45768,261.1,0.6,0.12,62.3,53.600002,0.0,279.5,2.6000001
15023,2018-02-28,40.53373,-115.45768,256.3,1.9,0.19,91.3,34.8,0.0,276.7,2.5
15024,2018-03-01,40.53373,-115.45768,265.3,2.8,0.24,100.0,41.3,2.8,275.7,5.2000003
15025,2018-03-02,40.53373,-115.45768,261.6,2.6000001,0.02,100.0,74.700005,20.2,271.5,5.5
15026,2018-03-03,40.53373,-115.45768,260.0,1.4,0.01,100.0,78.200005,16.0,273.0,4.0
15027,2018-03-04,40.53373,-115.45768,258.2,1.3000001,0.08,100.0,55.2,1.3000001,273.1,3.0
15028,2018-03-05,40.53373,-115.45768,256.3,1.9,0.17,100.0,34.600002,0.0,275.0,1.9
15029,2018-03-06,40.53373,-115.45768,259.0,1.0,0.35999998,94.200005,19.0,0.0,277.4,3.7
15030,2018-03-07,40.53373,-115.45768,263.8,1.5,0.35999998,100.0,25.4,0.0,275.8,3.8
15031,2018-03-08,40.53373,-115.45768,266.4,2.1000001,0.42999998,100.0,24.4,0.0,269.5,3.2
15032,2018-03-09,40.53373,-115.45768,265.7,1.2,0.35999998,100.0,31.1,0.0,271.9,2.0
15033,2018-03-10,40.53373,-115.45768,264.4,1.5,0.22999999,100.0,41.5,0.0,272.7,2.9
15034,2018-03-11,40.53373,-115.45768,269.0,0.90000004,0.41,100.0,34.600002,0.0,276.6,2.4
15035,2018-03-12,40.53373,-115.45768,269.4,1.3000001,0.37,100.0,38.600002,0.0,278.6,3.2
15036,2018-03-13,40.53373,-115.45768,270.7,2.0,0.38,100.0,40.2,0.8,263.4,5.2000003
15037,2018-03-14,40.53373,-115.45768,264.9,3.5,0.08,100.0,62.5,12.400001,272.3,4.9
15038,2018-03-15,40.53373,-115.45768,259.6,2.7,0.089999996,100.0,55.5,6.4,277.1,3.5
15039,2018-03-16,40.53373,-115.45768,263.4,0.3,0.17,74.0,47.9,12.900001,284.1,4.7000003
15040,2018-03-17,40.53373,-115.45768,257.7,0.7,0.06,69.9,57.8,0.4,283.9,3.6000001
15041,2018-03-18,40.53373,-115.45768,258.6,1.1,0.099999994,72.0,51.3,0.0,283.4,3.0
15042,2018-03-19,40.53373,-115.45768,259.4,1.8000001,0.28,70.700005,29.1,0.6,280.8,2.5
15043,2018-03-20,40.53373,-115.45768,265.5,2.1000001,0.34,62.9,32.5,2.7,278.2,2.6000001
15044,2018-03-21,40.53373,-115.45768,270.1,1.8000001,0.32999998,89.4,43.2,3.4,275.6,3.6000001
15045,2018-03-22,40.53373,-115.45768,269.6,1.2,0.14,98.9,61.7,25.4,275.5,7.6
15046,2018-03-23,40.53373,-115.45768,269.0,1.3000001,0.29999998,100.0,43.100002,3.5,275.6,4.3
15047,2018-03-24,40.53373,-115.45768,264.9,1.4,0.26999998,100.0,36.7,1.3000001,275.2,3.2
15048,2018-03-25,40.53373,-115.45768,259.5,1.6,0.13,81.9,46.2,7.8,279.7,5.7000003
15049,2018-03-26,40.53373,-115.45768,257.7,2.4,0.17999999,51.9,36.100002,2.6000001,284.9,3.7
15050,2018-03-27,40.53373,-115.45768,260.3,2.4,0.29999998,68.1,30.2,0.0,283.0,3.6000001
15051,2018-03-28,40.53373,-115.45768,268.7,1.9,0.35,100.0,37.7,0.0,275.0,5.2000003
15052,2018-03-29,40.53373,-115.45768,267.8,1.6,0.42999998,100.0,30.2,0.0,276.7,4.2000003
15053,2018-03-30,40.53373,-115.45768,268.3,1.2,0.48999998,100.0,27.4,0.0,277.9,3.5
15054,2018-03-31,40.53373,-115.45768,271.3,1.7,0.59999996,79.1,23.800001,0.0,278.9,3.9
15055,2018-04-01,40.53373,-115.45768,268.9,1.9,0.45999998,77.4,29.1,0.0,281.7,4.5
15056,2018-04-02,40.53373,-115.45768,261.6,3.0,0.089999996,100.0,53.0,2.9,277.5,6.9
15057,2018-04-03,40.53373,-115.45768,260.5,3.0,0.41,100.0,16.9,0.0,279.6,2.5
15058,2018-04-04,40.53373,-115.45768,269.2,3.0,0.29999998,77.5,38.100002,0.0,284.3,3.3
15059,2018-04-05,40.53373,-115.45768,271.5,2.6000001,0.39,100.0,37.3,3.2,281.7,3.1000001
15060,2018-04-06,40.53373,-115.45768,271.8,2.0,0.0,98.1,100.0,24.2,282.0,2.9
15061,2018-04-07,40.53373,-115.45768,270.1,1.8000001,0.049999997,67.4,65.0,18.300001,284.0,6.7000003
15062,2018-04-08,40.53373,-115.45768,267.7,2.5,0.19,73.6,49.7,1.1,285.1,6.0
15063,2018-04-09,40.53373,-115.45768,266.8,2.1000001,0.39,100.0,30.6,0.0,273.8,1.9
15064,2018-04-10,40.53373,-115.45768,274.4,3.5,0.68,100.0,24.300001,0.4,268.2,5.0
15065,2018-04-11,40.53373,-115.45768,269.6,2.7,0.35,97.200005,38.3,0.0,273.0,4.0
15066,2018-04-12,40.53373,-115.45768,263.1,1.2,0.07,100.0,64.700005,9.0,278.1,9.400001
15067,2018-04-13,40.53373,-115.45768,262.4,1.7,0.21,100.0,36.9,1.6,281.1,5.2000003
15068,2018-04-14,40.53373,-115.45768,267.2,2.6000001,0.51,78.8,21.800001,0.0,280.4,2.3
15069,2018-04-15,40.53373,-115.45768,273.4,2.7,0.66999996,94.5,22.2,0.0,282.5,4.5
15070,2018-04-16,40.53373,-115.45768,263.7,4.5,0.19999999,100.0,41.4,8.5,279.4,6.2000003
15071,2018-04-17,40.53373,-115.45768,262.6,4.5,0.17999999,91.700005,41.7,0.0,282.9,3.8
15072,2018-04-18,40.53373,-115.45768,265.8,3.0,0.34,82.5,27.7,1.8000001,291.5,4.9
15073,2018-04-19,40.53373,-115.45768,268.8,1.8000001,0.29,60.7,39.2,0.0,292.4,3.8
15074,2018-04-20,40.53373,-115.45768,267.5,1.8000001,0.35999998,81.700005,34.600002,0.0,284.8,5.8
15075,2018-04-21,40.53373,-115.45768,270.3,3.0,0.56,100.0,26.2,0.0,274.3,2.6000001
15076,2018-04-22,40.53373,-115.45768,273.5,3.2,0.82,100.0,20.2,0.0,283.6,3.7
15077,2018-04-23,40.53373,-115.45768,269.5,3.2,0.44,84.9,31.300001,0.0,286.3,3.0
15078,2018-04-24,40.53373,-115.45768,270.1,3.4,0.59,81.0,22.4,0.0,290.2,3.9
15079,2018-04-25,40.53373,-115.45768,273.3,3.3,0.88,79.6,17.0,0.0,291.0,3.2
15080,2018-04-26,40.53373,-115.45768,275.7,3.7,1.0699999,84.6,14.2,0.0,287.7,3.4
15081,2018-04-27,40.53373,-115.45768,275.9,3.5,1.1999999,76.3,13.400001,0.0,285.3,5.3
15082,2018-04-28,40.53373,-115.45768,270.1,2.1000001,0.59999996,72.0,22.4,0.0,280.2,4.6
15083,2018-04-29,40.53373,-115.45768,268.0,1.7,0.14999999,78.700005,57.0,4.1,281.5,4.5
15084,2018-04-30,40.53373,-115.45768,266.7,2.1000001,0.16,92.5,52.2,3.3,273.6,4.2000003
15085,2018-05-01,40.53373,-115.45768,266.2,2.3,0.29,87.3,36.600002,0.6,278.8,2.9
15086,2018-05-02,40.53373,-115.45768,267.2,1.7,0.25,58.9,42.600002,0.0,281.5,4.1
15087,2018-05-03,40.53373,-115.45768,268.8,2.8,0.53,59.7,27.2,1.4,284.6,3.5
15088,2018-05-04,40.53373,-115.45768,274.8,2.6000001,0.84,56.100002,21.1,0.0,287.9,1.6
15089,2018-05-05,40.53373,-115.45768,278.2,2.5,1.01,53.8,19.0,0.0,287.1,3.7
15090,2018-05-06,40.53373,-115.45768,277.3,1.6,1.15,62.600002,15.3,0.0,286.0,5.3
15091,2018-05-07,40.53373,-115.45768,276.1,2.1000001,0.89,80.200005,22.6,0.0,281.3,2.6000001
15092,2018-05-08,40.53373,-115.45768,278.0,1.9,1.31,79.8,15.0,0.0,283.1,2.5
15093,2018-05-09,40.53373,-115.45768,277.6,2.5,0.9,78.200005,24.1,0.0,277.9,4.0
15094,2018-05-10,40.53373,-115.45768,275.6,2.7,0.68,70.6,29.4,0.0,283.4,3.8
15095,2018-05-11,40.53373,-115.45768,267.7,2.5,0.08,62.0,64.200005,4.7000003,288.1,5.0
15096,2018-05-12,40.53373,-115.45768,266.3,3.5,0.11,54.0,57.5,2.0,292.2,3.0
15097,2018-05-13,40.53373,-115.45768,270.5,1.5,0.0,53.0,90.4,11.0,292.7,2.7
15098,2018-05-14,40.53373,-115.45768,270.7,2.3,0.06,62.2,70.0,4.3,289.5,1.7
15099,2018-05-15,40.53373,-115.45768,273.3,2.9,0.21,59.5,58.100002,5.7000003,288.1,2.7
15100,2018-05-16,40.53373,-115.45768,273.1,3.4,0.44,100.0,38.600002,1.4,280.4,2.5
15101,2018-05-17,40.53373,-115.45768,271.0,3.2,0.099999994,100.0,63.4,5.6,276.4,4.5
15102,2018-05-18,40.53373,-115.45768,273.5,2.9,0.32,100.0,47.100002,3.1000001,284.9,3.1000001
15103,2018-05-19,40.53373,-115.45768,273.5,2.2,0.39999998,100.0,42.0,2.8,276.2,2.5
15104,2018-05-20,40.53373,-115.45768,273.5,3.4,0.32,100.0,47.4,5.3,278.7,2.7
15105,2018-05-21,40.53373,-115.45768,274.8,2.7,0.42,96.200005,42.600002,2.3,277.1,3.2
15106,2018-05-22,40.53373,-115.45768,274.7,3.4,0.31,100.0,50.2,0.8,278.7,1.8000001
15107,2018-05-23,40.53373,-115.45768,274.2,3.5,0.35,95.4,46.4,0.5,281.5,3.5
15108,2018-05-24,40.53373,-115.45768,276.9,2.7,0.76,98.4,30.7,0.0,282.3,3.6000001
15109,2018-05-25,40.53373,-115.45768,274.7,2.7,0.78,99.4,24.300001,0.0,279.7,5.2000003
15110,2018-05-26,40.53373,-115.45768,271.2,3.4,0.16,88.6,57.3,0.6,278.1,4.4
15111,2018-05-27,40.53373,-115.45768,270.7,3.4,0.0,100.0,86.4,10.8,272.9,3.9
15112,2018-05-28,40.53373,-115.45768,274.4,2.7,0.21,100.0,56.3,3.5,278.9,3.0
15113,2018-05-29,40.53373,-115.45768,275.4,4.2000003,0.53,99.9,39.0,0.0,283.8,1.5
15114,2018-05-30,40.53373,-115.45768,277.3,4.2000003,0.69,100.0,33.7,4.0,284.3,3.8
15115,2018-05-31,40.53373,-115.45768,271.2,3.2,0.21,100.0,51.600002,2.0,283.5,4.4
15116,2018-06-01,40.53373,-115.45768,269.9,3.4,0.37,100.0,39.100002,0.0,287.9,3.3
15117,2018-06-02,40.53373,-115.45768,276.1,5.0,0.9,100.0,23.7,0.0,288.2,3.4
15118,2018-06-03,40.53373,-115.45768,277.8,5.0,1.17,100.0,18.800001,0.0,291.1,3.2
15119,2018-06-04,40.53373,-115.45768,279.7,3.9,1.31,96.0,19.2,0.0,293.7,4.3
15120,2018-06-05,40.53373,-115.45768,278.5,4.0,1.0,92.9,23.2,0.6,294.9,2.4
15121,2018-06-06,40.53373,-115.45768,280.5,5.0,1.24,82.9,19.9,0.0,292.0,4.0
15122,2018-06-07,40.53373,-115.45768,277.5,5.3,1.0699999,100.0,21.5,0.0,284.8,3.5
15123,2018-06-08,40.53373,-115.45768,277.8,6.3,1.23,100.0,19.4,0.0,281.4,2.8
15124,2018-06-09,40.53373,-115.45768,272.9,5.1,0.85999995,77.700005,23.6,0.0,287.1,5.8
15125,2018-06-10,40.53373,-115.45768,268.6,8.400001,0.42999998,70.9,32.4,0.0,292.8,4.6
15126,2018-06-11,40.53373,-115.45768,271.5,6.7000003,0.83,71.4,20.7,0.0,295.0,3.2
15127,2018-06-12,40.53373,-115.45768,274.3,5.0,1.16,73.700005,18.300001,0.0,295.9,2.3
15128,2018-06-13,40.53373,-115.45768,280.9,6.2000003,1.53,96.5,16.4,0.0,293.3,4.4
15129,2018-06-14,40.53373,-115.45768,279.1,4.5,1.24,100.0,20.1,0.0,292.8,3.5
