Unnamed: 0,day,lat,lon,air_temperature_tmmn,potential_evapotranspiration,mean_vapor_pressure_deficit,relative_humidity_rmax,relative_humidity_rmin,precipitation_amount,air_temperature_tmmx,wind_speed
2669,2018-04-25,34.25,-105.41667,274.1,5.5,0.71999997,61.0,27.9,0.0,295.7,4.8
2670,2018-04-26,34.25,-105.41667,275.5,8.6,1.4,68.0,9.3,0.0,297.9,5.6
2671,2018-04-27,34.25,-105.41667,275.6,8.7,1.29,50.5,12.3,0.0,298.8,3.9
2672,2018-04-28,34.25,-105.41667,282.0,8.2,1.54,41.8,14.8,0.0,298.9,4.0
2673,2018-04-29,34.25,-105.41667,280.2,9.0,1.75,62.7,10.1,0.0,291.6,5.7000003
2674,2018-04-30,34.25,-105.41667,283.1,9.400001,1.67,70.5,8.6,0.0,293.7,6.5
2675,2018-05-01,34.25,-105.41667,283.7,10.0,1.55,49.2,9.3,0.0,296.5,6.4
2676,2018-05-02,34.25,-105.41667,273.6,9.3,1.22,50.0,9.8,0.0,292.1,7.0
2677,2018-05-03,34.25,-105.41667,274.0,7.8,1.0,39.100002,13.400001,0.0,296.0,5.6
2678,2018-05-04,34.25,-105.41667,277.1,10.900001,1.16,48.100002,14.0,0.0,294.1,3.0
2679,2018-05-05,34.25,-105.41667,278.8,10.3,1.6899999,33.5,7.1,0.0,298.8,2.3
2680,2018-05-06,34.25,-105.41667,279.4,11.8,2.04,29.4,4.3,0.0,299.4,4.1
2681,2018-05-07,34.25,-105.41667,288.4,7.8,2.6799998,43.100002,4.4,0.0,294.5,4.4
2682,2018-05-08,34.25,-105.41667,286.4,11.3,2.55,68.5,4.2000003,0.0,292.3,3.9
2683,2018-05-09,34.25,-105.41667,285.5,12.1,2.74,97.9,2.6000001,0.0,285.0,2.9
2684,2018-05-10,34.25,-105.41667,289.5,12.6,3.01,100.0,2.0,0.0,279.3,5.2000003
2685,2018-05-11,34.25,-105.41667,289.1,11.400001,2.61,86.5,4.4,0.0,289.5,6.9
2686,2018-05-12,34.25,-105.41667,288.8,12.1,2.36,80.0,6.2000003,0.0,292.4,5.7000003
2687,2018-05-13,34.25,-105.41667,287.8,8.1,2.1299999,74.6,7.9,0.0,296.0,5.7000003
2688,2018-05-14,34.25,-105.41667,285.3,9.5,2.07,66.1,8.400001,0.0,298.8,4.7000003
2689,2018-05-15,34.25,-105.41667,281.6,13.900001,2.1,54.4,6.2000003,0.0,299.8,3.6000001
2690,2018-05-16,34.25,-105.41667,281.8,7.6,2.33,46.9,3.2,0.0,300.5,3.0
2691,2018-05-17,34.25,-105.41667,284.6,9.3,2.58,55.5,2.5,0.0,296.4,4.7000003
2692,2018-05-18,34.25,-105.41667,283.7,8.2,2.26,49.2,1.8000001,0.0,292.9,4.8
2693,2018-05-19,34.25,-105.41667,280.5,7.6,2.03,33.0,2.4,0.0,294.5,2.8
2694,2018-05-20,34.25,-105.41667,280.8,9.2,1.1,68.9,25.7,0.0,292.7,5.9
2695,2018-05-21,34.25,-105.41667,283.3,11.1,0.75,53.4,41.5,29.2,290.9,6.1
2696,2018-05-22,34.25,-105.41667,283.2,11.400001,0.81,43.5,39.4,3.1000001,297.8,5.5
2697,2018-05-23,34.25,-105.41667,285.0,8.3,1.38,66.0,24.5,0.0,297.5,4.5
2698,2018-05-24,34.25,-105.41667,287.3,9.3,2.3999999,45.5,7.7000003,0.0,297.8,3.3
2699,2018-05-25,34.25,-105.41667,288.6,9.900001,2.8799999,39.100002,3.0,0.0,300.4,3.6000001
2700,2018-05-26,34.25,-105.41667,290.5,12.7,3.02,44.2,1.7,0.0,300.6,4.1
2701,2018-05-27,34.25,-105.41667,284.9,11.400001,2.56,41.100002,3.3,0.0,299.2,4.8
2702,2018-05-28,34.25,-105.41667,286.2,11.6,2.62,45.4,2.0,0.0,294.5,4.5
2703,2018-05-29,34.25,-105.41667,287.0,12.1,2.62,48.100002,3.7,0.0,294.1,4.2000003
2704,2018-05-30,34.25,-105.41667,285.9,11.400001,2.6399999,68.5,4.3,0.0,295.5,4.8
2705,2018-05-31,34.25,-105.41667,288.3,12.3,2.84,78.9,3.2,0.0,298.2,4.3
2706,2018-06-01,34.25,-105.41667,286.7,10.5,2.9399998,91.700005,2.3,0.0,300.3,5.2000003
2707,2018-06-02,34.25,-105.41667,284.1,6.6,2.18,85.200005,6.3,0.0,294.7,4.7000003
2708,2018-06-03,34.25,-105.41667,283.1,8.7,1.03,79.9,31.300001,16.5,299.6,6.7000003
2709,2018-06-04,34.25,-105.41667,283.6,8.7,1.77,100.0,20.800001,0.0,300.9,3.0
2710,2018-06-05,34.25,-105.41667,285.9,10.3,2.73,72.9,7.2000003,0.0,295.7,3.6000001
2711,2018-06-06,34.25,-105.41667,292.1,10.3,3.11,71.1,6.1,0.0,301.1,3.8
2712,2018-06-07,34.25,-105.41667,285.8,11.1,2.71,59.5,6.2000003,0.0,304.2,3.7
2713,2018-06-08,34.25,-105.41667,286.8,9.6,2.45,40.2,8.3,1.5,304.1,2.2
2714,2018-06-09,34.25,-105.41667,287.3,8.7,2.23,68.6,14.8,1.7,296.0,3.5
2715,2018-06-10,34.25,-105.41667,290.4,7.4,2.69,72.6,9.400001,0.0,289.8,4.4
2716,2018-06-11,34.25,-105.41667,287.5,7.5,3.1699998,61.9,1.8000001,0.0,302.6,3.4
2717,2018-06-12,34.25,-105.41667,287.8,10.3,3.23,60.600002,2.7,0.0,297.8,2.6000001
2718,2018-06-13,34.25,-105.41667,288.1,10.7,2.03,71.6,18.7,0.90000004,303.4,5.3
2719,2018-06-14,34.25,-105.41667,290.6,11.6,2.32,40.3,16.800001,10.3,304.2,4.0
2720,2018-06-15,34.25,-105.41667,288.9,13.1,2.1,33.0,17.5,0.0,302.5,4.1
2721,2018-06-16,34.25,-105.41667,287.3,12.900001,0.88,48.8,44.2,6.5,299.9,4.6
2722,2018-06-17,34.25,-105.41667,287.8,12.400001,1.48,75.8,27.300001,0.0,299.1,3.8
2723,2018-06-18,34.25,-105.41667,287.9,9.7,2.12,45.7,16.2,0.0,303.5,3.1000001
2724,2018-06-19,34.25,-105.41667,288.3,11.1,2.3899999,36.9,14.0,0.0,303.3,3.3
2725,2018-06-20,34.25,-105.41667,284.0,10.0,1.93,35.3,15.1,0.0,304.7,2.5
2726,2018-06-21,34.25,-105.41667,286.0,11.3,2.06,34.8,18.4,0.0,303.7,2.4
2727,2018-06-22,34.25,-105.41667,287.3,11.2,2.83,37.600002,10.2,0.0,302.7,5.0
2728,2018-06-23,34.25,-105.41667,288.6,10.400001,3.27,43.100002,2.2,0.0,299.2,3.8
2729,2018-06-24,34.25,-105.41667,286.7,9.8,3.02,36.3,4.6,0.0,302.5,4.5
2730,2018-06-25,34.25,-105.41667,286.9,13.2,2.01,36.100002,16.9,0.0,304.8,3.9
2731,2018-06-26,34.25,-105.41667,292.2,11.6,3.1699998,44.9,9.5,0.0,305.4,3.1000001
2732,2018-06-27,34.25,-105.41667,289.4,10.400001,3.21,61.5,6.9,0.0,305.6,3.8
2733,2018-06-28,34.25,-105.41667,290.4,10.2,2.76,55.3,12.3,0.0,304.7,4.3
2734,2018-06-29,34.25,-105.41667,293.5,12.1,2.78,52.0,11.8,0.0,304.2,3.2
2735,2018-06-30,34.25,-105.41667,287.8,10.400001,2.3999999,43.8,11.3,0.0,305.9,3.5
2736,2018-07-01,34.25,-105.41667,288.3,8.8,2.28,54.4,11.7,0.0,304.5,2.5
2737,2018-07-02,34.25,-105.41667,286.0,8.5,2.26,57.100002,10.3,0.4,303.3,3.6000001
2738,2018-07-03,34.25,-105.41667,286.3,11.0,2.48,52.5,8.5,0.0,304.9,3.4
2739,2018-07-04,34.25,-105.41667,289.0,11.400001,2.47,37.0,11.6,3.8,306.6,2.9
2740,2018-07-05,34.25,-105.41667,286.8,13.400001,1.4,41.7,28.2,0.0,306.8,5.9
2741,2018-07-06,34.25,-105.41667,286.8,13.3,1.3299999,72.200005,30.5,0.0,298.1,4.1
2742,2018-07-07,34.25,-105.41667,285.2,14.7,1.1999999,91.3,30.9,1.2,297.7,3.4
2743,2018-07-08,34.25,-105.41667,286.5,13.1,1.48,68.0,26.300001,0.0,302.6,3.4
2744,2018-07-09,34.25,-105.41667,287.4,11.2,1.42,35.2,28.1,0.0,304.7,4.1
2745,2018-07-10,34.25,-105.41667,287.1,8.7,1.31,40.7,30.800001,0.0,305.4,3.2
2746,2018-07-11,34.25,-105.41667,289.1,8.900001,1.36,75.6,32.5,3.2,303.1,3.5
2747,2018-07-12,34.25,-105.41667,290.4,8.3,1.38,71.3,33.5,0.0,303.8,2.9
2748,2018-07-13,34.25,-105.41667,288.5,9.6,1.22,70.5,34.9,6.9,304.5,2.2
2749,2018-07-14,34.25,-105.41667,287.5,8.8,1.0799999,71.0,37.4,1.0,304.5,1.8000001
2750,2018-07-15,34.25,-105.41667,287.3,9.3,1.23,63.4,33.600002,1.6,304.6,3.0
2751,2018-07-16,34.25,-105.41667,287.6,11.6,1.51,65.0,27.300001,0.0,305.4,3.5
2752,2018-07-17,34.25,-105.41667,288.9,11.0,1.76,68.0,25.0,0.0,306.0,2.5
2753,2018-07-18,34.25,-105.41667,292.1,9.0,2.4299998,41.600002,17.6,1.1,307.9,3.3
2754,2018-07-19,34.25,-105.41667,290.8,9.8,2.69,54.600002,14.0,0.8,306.0,2.9
2755,2018-07-20,34.25,-105.41667,293.1,11.6,2.96,48.0,11.7,0.4,308.0,3.3
2756,2018-07-21,34.25,-105.41667,291.3,12.0,2.76,64.0,12.2,0.0,306.1,3.7
2757,2018-07-22,34.25,-105.41667,291.8,11.3,3.37,77.5,7.5,0.0,297.6,2.3
2758,2018-07-23,34.25,-105.41667,288.1,8.5,2.04,94.200005,19.800001,10.900001,299.2,5.1
2759,2018-07-24,34.25,-105.41667,288.5,9.5,1.64,82.5,27.300001,15.7,302.8,2.7
2760,2018-07-25,34.25,-105.41667,289.1,8.6,2.03,71.200005,21.9,2.1000001,304.9,2.7
2761,2018-07-26,34.25,-105.41667,288.8,8.8,1.1899999,69.0,36.4,5.4,303.9,3.0
2762,2018-07-27,34.25,-105.41667,289.1,8.400001,0.74,71.1,51.3,0.0,303.0,3.1000001
2763,2018-07-28,34.25,-105.41667,289.6,8.5,1.81,68.200005,24.5,0.0,305.5,2.9
2764,2018-07-29,34.25,-105.41667,289.7,8.3,2.26,80.5,17.7,0.0,303.7,2.8
2765,2018-07-30,34.25,-105.41667,287.5,6.9,1.14,76.8,35.8,7.0,303.8,3.9
2766,2018-07-31,34.25,-105.41667,286.9,6.6,0.87,67.6,42.7,0.90000004,305.2,3.9
2767,2018-08-01,34.25,-105.41667,287.3,7.9,1.56,80.1,28.300001,4.6,304.9,3.6000001
2768,2018-08-02,34.25,-105.41667,287.7,6.9,1.78,73.4,23.9,0.7,303.6,2.6000001
2769,2018-08-03,34.25,-105.41667,289.1,6.4,1.81,73.9,24.300001,0.6,304.1,2.9
2770,2018-08-04,34.25,-105.41667,288.6,6.4,2.25,79.0,17.7,0.0,302.6,2.5
2771,2018-08-05,34.25,-105.41667,288.0,6.8,1.8199999,68.9,23.7,0.0,304.5,4.3
2772,2018-08-06,34.25,-105.41667,288.4,9.0,1.75,68.700005,25.2,0.3,302.4,3.8
2773,2018-08-07,34.25,-105.41667,289.3,11.0,1.9,68.3,23.0,0.0,306.5,4.0
2774,2018-08-08,34.25,-105.41667,287.5,7.9,1.7099999,74.5,24.0,1.1,304.5,3.5
2775,2018-08-09,34.25,-105.41667,286.9,7.9,1.35,77.6,30.5,6.8,303.4,2.5
2776,2018-08-10,34.25,-105.41667,285.1,8.0,0.84,76.4,40.9,1.3000001,302.9,2.4
2777,2018-08-11,34.25,-105.41667,283.8,7.3,0.72999996,86.4,42.2,7.2000003,302.9,3.6000001
2778,2018-08-12,34.25,-105.41667,283.8,9.8,0.93,79.8,36.100002,0.0,305.5,2.4
2779,2018-08-13,34.25,-105.41667,288.0,7.9,1.81,67.0,22.5,0.0,303.5,3.5
2780,2018-08-14,34.25,-105.41667,288.9,8.900001,2.02,76.8,20.300001,0.0,300.8,2.3
2781,2018-08-15,34.25,-105.41667,288.0,9.2,1.73,64.9,24.2,1.3000001,305.0,2.8
2782,2018-08-16,34.25,-105.41667,288.5,9.1,1.9399999,62.3,21.5,2.6000001,305.8,2.8
2783,2018-08-17,34.25,-105.41667,289.1,8.900001,1.43,38.8,31.9,3.6000001,306.6,2.0
2784,2018-08-18,34.25,-105.41667,286.5,8.7,1.3299999,37.4,31.1,0.7,306.8,3.0
2785,2018-08-19,34.25,-105.41667,286.7,9.0,1.62,50.2,24.5,0.0,305.0,2.7
2786,2018-08-20,34.25,-105.41667,288.3,8.7,1.09,68.700005,38.8,0.0,302.9,4.6
2787,2018-08-21,34.25,-105.41667,287.5,9.7,1.24,84.4,34.8,2.8,304.0,3.9
2788,2018-08-22,34.25,-105.41667,288.0,8.3,0.96,80.8,42.0,3.7,303.0,3.5
2789,2018-08-23,34.25,-105.41667,289.7,7.5,1.4399999,75.3,32.0,0.0,305.3,3.3
2790,2018-08-24,34.25,-105.41667,287.5,8.1,1.4599999,51.7,28.7,2.0,306.2,2.9
2791,2018-08-25,34.25,-105.41667,287.1,7.9,1.5,40.7,27.300001,0.0,307.6,3.2
2792,2018-08-26,34.25,-105.41667,286.9,6.6,1.5799999,42.100002,25.9,0.0,308.6,4.1
2793,2018-08-27,34.25,-105.41667,287.3,10.2,1.6899999,98.9,24.1,0.0,295.6,4.3
2794,2018-08-28,34.25,-105.41667,285.7,9.0,2.11,90.9,13.7,0.0,301.2,4.1
2795,2018-08-29,34.25,-105.41667,286.9,8.5,2.1699998,61.5,12.7,0.0,306.2,2.4
2796,2018-08-30,34.25,-105.41667,289.7,8.400001,2.12,62.3,19.300001,0.0,304.6,3.4
2797,2018-08-31,34.25,-105.41667,288.9,8.8,2.01,78.700005,19.7,4.3,302.8,3.4
2798,2018-09-01,34.25,-105.41667,285.5,8.6,0.81,68.6,42.100002,7.8,303.8,3.6000001
2799,2018-09-02,34.25,-105.41667,283.8,8.6,1.0,72.4,32.600002,1.4,303.8,2.8
2800,2018-09-03,34.25,-105.41667,283.5,8.8,1.04,76.6,31.5,5.5,305.5,2.4
2801,2018-09-04,34.25,-105.41667,284.3,8.8,1.29,82.9,25.6,1.0,301.1,1.7
2802,2018-09-05,34.25,-105.41667,285.2,9.7,1.13,73.9,32.0,9.400001,303.3,3.3
2803,2018-09-06,34.25,-105.41667,284.5,6.1,0.47,70.0,54.9,0.4,303.9,3.6000001
2804,2018-09-07,34.25,-105.41667,282.3,9.2,0.57,79.8,46.4,4.9,303.9,2.6000001
2805,2018-09-08,34.25,-105.41667,282.0,7.4,0.84999996,73.8,36.0,0.0,301.2,2.0
2806,2018-09-09,34.25,-105.41667,283.0,8.400001,1.1,69.6,31.1,3.5,301.1,3.0
2807,2018-09-10,34.25,-105.41667,283.1,7.3,1.16,74.8,29.9,0.0,299.3,2.9
2808,2018-09-11,34.25,-105.41667,284.3,9.3,1.37,79.8,26.1,1.2,301.0,3.6000001
2809,2018-09-12,34.25,-105.41667,286.7,8.5,2.09,66.5,15.1,0.0,302.1,3.5
2810,2018-09-13,34.25,-105.41667,287.2,8.1,2.22,88.0,13.1,0.0,297.1,3.3
2811,2018-09-14,34.25,-105.41667,285.0,9.3,1.6899999,91.9,19.9,0.0,299.1,3.4
2812,2018-09-15,34.25,-105.41667,284.6,10.3,1.18,77.5,31.300001,0.0,296.6,4.1
2813,2018-09-16,34.25,-105.41667,284.4,6.1,1.25,72.9,29.7,0.0,298.7,3.6000001
2814,2018-09-17,34.25,-105.41667,284.0,1.3000001,1.42,71.0,26.4,0.0,300.8,3.3
2815,2018-09-18,34.25,-105.41667,288.7,2.2,1.54,62.2,28.800001,2.2,302.6,3.6000001
2816,2018-09-19,34.25,-105.41667,288.2,5.1,1.27,62.600002,34.7,1.5,301.7,4.3
2817,2018-09-20,34.25,-105.41667,284.8,6.3,0.38,76.1,60.0,9.900001,299.9,3.2
2818,2018-09-21,34.25,-105.41667,282.8,6.9,0.53999996,65.6,48.4,0.4,299.3,6.4
2819,2018-09-22,34.25,-105.41667,282.1,5.5,0.98999995,60.0,31.1,0.0,299.5,2.4
2820,2018-09-23,34.25,-105.41667,283.9,5.5,1.7099999,71.9,14.3,0.0,301.0,2.8
2821,2018-09-24,34.25,-105.41667,287.5,7.6,1.92,68.0,14.5,0.0,299.0,4.1
2822,2018-09-25,34.25,-105.41667,281.8,6.2000003,1.48,68.8,19.300001,7.2000003,301.2,3.5
2823,2018-09-26,34.25,-105.41667,280.7,6.0,0.28,58.4,60.2,1.8000001,301.4,4.7000003
2824,2018-09-27,34.25,-105.41667,286.1,6.6,1.56,67.9,21.7,0.0,299.4,4.3
2825,2018-09-28,34.25,-105.41667,280.0,7.7000003,1.81,75.200005,12.3,0.0,299.7,3.2
2826,2018-09-29,34.25,-105.41667,280.9,7.7000003,1.51,78.9,18.2,0.0,300.5,4.0
2827,2018-09-30,34.25,-105.41667,285.5,7.9,1.76,100.0,17.4,0.0,298.9,3.7
2828,2018-10-01,34.25,-105.41667,287.8,6.6,1.52,73.0,25.7,0.0,296.2,4.1
2829,2018-10-02,34.25,-105.41667,288.3,5.9,1.1899999,45.100002,35.9,3.0,297.6,4.3
2830,2018-10-03,34.25,-105.41667,287.2,10.2,1.3199999,87.3,31.2,0.0,288.0,4.0
2831,2018-10-04,34.25,-105.41667,283.8,12.1,1.24,89.9,28.4,0.0,292.0,4.0
2832,2018-10-05,34.25,-105.41667,280.5,11.8,1.38,74.0,20.2,0.0,297.7,4.9
2833,2018-10-06,34.25,-105.41667,279.6,5.3,0.68,77.3,36.5,0.3,298.5,4.2000003
2834,2018-10-07,34.25,-105.41667,278.7,7.2000003,0.89,87.1,30.0,2.4,292.8,5.7000003
2835,2018-10-08,34.25,-105.41667,278.5,8.8,0.57,66.5,39.0,0.0,296.7,3.9
2836,2018-10-09,34.25,-105.41667,274.1,6.9,0.45,58.5,38.3,1.3000001,296.2,3.0
2837,2018-10-10,34.25,-105.41667,277.1,8.2,0.84999996,100.0,24.1,0.0,295.8,3.6000001
2838,2018-10-11,34.25,-105.41667,275.5,6.9,0.63,78.6,33.100002,0.0,283.7,3.6000001
2839,2018-10-12,34.25,-105.41667,279.9,7.2000003,0.59,57.4,41.600002,1.2,293.2,3.0
2840,2018-10-13,34.25,-105.41667,279.8,9.6,0.68,72.1,37.9,0.0,296.0,4.6
2841,2018-10-14,34.25,-105.41667,268.6,8.2,0.099999994,48.3,54.7,2.5,296.4,4.6
2842,2018-10-15,34.25,-105.41667,268.1,8.0,0.12,74.4,60.9,0.0,295.5,4.7000003
2843,2018-10-16,34.25,-105.41667,273.0,8.8,0.28,58.0,49.5,0.4,294.9,5.3
2844,2018-10-17,34.25,-105.41667,274.7,9.3,0.06,58.8,81.0,2.8,295.6,5.2000003
2845,2018-10-18,34.25,-105.41667,275.6,9.6,0.04,80.3,81.1,6.1,293.8,3.4
2846,2018-10-19,34.25,-105.41667,277.0,10.3,0.63,40.7,35.100002,0.0,293.2,3.2
2847,2018-10-20,34.25,-105.41667,276.7,7.8,0.65,47.100002,32.100002,0.0,291.8,4.5
2848,2018-10-21,34.25,-105.41667,278.9,8.5,0.72999996,35.7,32.8,0.0,288.5,3.7
2849,2018-10-22,34.25,-105.41667,279.5,11.900001,0.61,42.9,40.2,0.0,293.0,2.9
2850,2018-10-23,34.25,-105.41667,280.3,5.7000003,0.14,60.600002,71.5,36.9,294.2,3.6000001
2851,2018-10-24,34.25,-105.41667,278.9,6.6,0.03,100.0,85.0,3.0,274.7,2.5
2852,2018-10-25,34.25,-105.41667,277.6,10.7,0.68,71.6,32.7,0.0,287.5,3.6000001
2853,2018-10-26,34.25,-105.41667,277.6,8.8,0.82,36.600002,26.0,0.0,293.6,3.4
2854,2018-10-27,34.25,-105.41667,279.7,7.9,1.11,66.5,21.7,0.0,294.1,3.8
2855,2018-10-28,34.25,-105.41667,279.6,7.7000003,1.29,89.6,16.7,0.0,286.3,3.3
2856,2018-10-29,34.25,-105.41667,283.9,8.3,1.3299999,100.0,19.7,0.0,290.1,4.8
2857,2018-10-30,34.25,-105.41667,276.6,8.900001,0.65,71.700005,33.100002,7.7000003,276.8,3.9
2858,2018-10-31,34.25,-105.41667,270.9,3.1000001,0.0,32.3,93.4,2.4,288.7,4.3
2859,2018-11-01,34.25,-105.41667,273.5,7.5,0.53999996,40.9,29.800001,0.0,292.4,4.3
2860,2018-11-02,34.25,-105.41667,275.0,5.1,0.78,67.200005,22.6,0.0,290.2,5.1
2861,2018-11-03,34.25,-105.41667,274.0,0.3,0.7,44.7,24.800001,0.0,294.7,6.1
2862,2018-11-04,34.25,-105.41667,273.9,0.7,0.75,49.9,21.5,0.0,294.8,4.3
2863,2018-11-05,34.25,-105.41667,279.9,1.8000001,1.0,74.8,21.7,0.0,294.9,5.6
2864,2018-11-06,34.25,-105.41667,274.2,3.3,0.9,100.0,21.0,0.0,288.4,4.4
2865,2018-11-07,34.25,-105.41667,273.4,4.8,0.45,100.0,39.0,0.0,277.2,2.3
2866,2018-11-08,34.25,-105.41667,272.5,6.2000003,0.32999998,95.8,45.2,3.4,289.9,2.7
2867,2018-11-09,34.25,-105.41667,271.1,4.5,0.14,57.4,64.1,0.0,293.8,4.6
2868,2018-11-10,34.25,-105.41667,271.1,5.9,0.35,52.8,40.5,0.0,293.3,4.7000003
2869,2018-11-11,34.25,-105.41667,266.4,6.5,0.28,100.0,39.9,3.4,277.5,4.1
2870,2018-11-12,34.25,-105.41667,260.4,7.2000003,0.02,100.0,70.4,0.8,283.6,5.6
2871,2018-11-13,34.25,-105.41667,262.6,5.8,0.25,72.4,30.800001,0.0,292.2,3.5
2872,2018-11-14,34.25,-105.41667,268.9,5.8,0.5,85.1,23.6,0.0,282.0,3.3
2873,2018-11-15,34.25,-105.41667,271.7,7.2000003,0.81,49.3,15.3,0.0,291.8,3.7
2874,2018-11-16,34.25,-105.41667,271.7,6.2000003,0.88,55.100002,13.6,0.0,291.9,3.5
2875,2018-11-17,34.25,-105.41667,269.9,4.4,0.59999996,53.3,22.2,0.0,290.6,3.2
2876,2018-11-18,34.25,-105.41667,268.9,4.3,0.28,49.0,42.5,0.0,293.8,2.6000001
2877,2018-11-19,34.25,-105.41667,269.7,4.6,0.58,39.100002,20.5,0.0,293.8,3.4
2878,2018-11-20,34.25,-105.41667,269.9,4.7000003,0.61,80.700005,22.300001,0.0,286.7,3.0
2879,2018-11-21,34.25,-105.41667,271.0,3.8,0.71999997,100.0,20.5,0.0,280.7,2.4
2880,2018-11-22,34.25,-105.41667,275.4,6.5,0.57,100.0,31.5,0.0,280.9,4.6
2881,2018-11-23,34.25,-105.41667,275.5,6.4,0.65999997,70.8,26.5,0.0,284.6,7.0
2882,2018-11-24,34.25,-105.41667,271.0,5.3,0.75,54.0,17.4,0.0,287.0,6.5
2883,2018-11-25,34.25,-105.41667,266.4,5.3,0.45,52.5,19.9,0.0,285.9,4.0
2884,2018-11-26,34.25,-105.41667,268.2,7.1,0.65,100.0,12.3,0.0,276.2,3.8
2885,2018-11-27,34.25,-105.41667,273.9,7.0,0.96999997,73.6,8.5,0.0,273.8,5.0
2886,2018-11-28,34.25,-105.41667,277.6,3.6000001,1.14,100.0,8.7,0.0,273.0,5.7000003
2887,2018-11-29,34.25,-105.41667,279.0,2.7,1.0799999,100.0,14.1,0.0,278.3,5.5
2888,2018-11-30,34.25,-105.41667,273.8,0.5,0.44,72.200005,36.8,0.0,275.2,8.7
2889,2018-12-01,34.25,-105.41667,271.4,0.6,0.41,61.4,34.100002,0.7,283.1,8.5
2890,2018-12-02,34.25,-105.41667,267.0,3.5,0.29999998,72.1,37.4,0.7,288.0,5.1
2891,2018-12-03,34.25,-105.41667,264.6,4.3,0.37,58.3,25.0,0.0,287.9,3.7
2892,2018-12-04,34.25,-105.41667,264.9,4.6,0.41,55.2,21.5,0.0,285.0,2.8
2893,2018-12-05,34.25,-105.41667,265.7,2.7,0.45999998,100.0,24.800001,0.0,285.3,3.3
2894,2018-12-06,34.25,-105.41667,267.6,2.0,0.21,97.8,47.100002,0.0,285.4,2.6000001
2895,2018-12-07,34.25,-105.41667,269.3,2.9,0.099999994,81.4,60.9,1.4,289.0,1.9
2896,2018-12-08,34.25,-105.41667,269.9,2.9,0.29999998,73.5,42.9,0.0,285.3,2.6000001
2897,2018-12-09,34.25,-105.41667,268.8,4.6,0.42999998,100.0,30.7,0.0,281.7,2.9
2898,2018-12-10,34.25,-105.41667,268.6,0.90000004,0.63,92.700005,17.9,0.0,283.3,3.2
2899,2018-12-11,34.25,-105.41667,272.7,1.8000001,0.72999996,63.5,18.2,0.0,284.0,4.7000003
2900,2018-12-12,34.25,-105.41667,269.9,3.3,0.62,65.0,23.5,3.3,285.7,5.8
2901,2018-12-13,34.25,-105.41667,267.8,3.4,0.32,59.4,34.3,0.0,287.8,7.0
2902,2018-12-14,34.25,-105.41667,268.2,4.1,0.66999996,59.0,12.2,0.0,288.8,3.2
2903,2018-12-15,34.25,-105.41667,273.2,3.7,0.85999995,100.0,8.1,0.0,288.1,4.3
2904,2018-12-16,34.25,-105.41667,273.1,4.9,0.88,88.5,12.400001,0.0,276.2,3.0
2905,2018-12-17,34.25,-105.41667,274.4,6.1,0.48,74.700005,36.0,0.0,276.5,2.1000001
2906,2018-12-18,34.25,-105.41667,274.9,2.7,0.51,45.8,36.5,0.5,282.5,4.3
2907,2018-12-19,34.25,-105.41667,270.1,3.2,0.61,40.8,21.7,0.0,280.4,8.0
2908,2018-12-20,34.25,-105.41667,268.9,3.4,0.66999996,48.100002,17.1,0.0,282.5,3.9
2909,2018-12-21,34.25,-105.41667,278.7,3.1000001,1.11,43.7,11.7,0.0,287.6,5.7000003
2910,2018-12-22,34.25,-105.41667,265.1,3.3,0.66999996,40.2,17.0,0.0,289.6,5.2000003
2911,2018-12-23,34.25,-105.41667,265.0,2.6000001,0.63,34.7,15.3,0.0,284.8,2.9
2912,2018-12-24,34.25,-105.41667,275.7,3.9,0.84,67.9,18.0,0.0,285.6,4.8
2913,2018-12-25,34.25,-105.41667,272.4,3.5,0.53999996,93.6,28.4,0.4,281.4,3.4
2914,2018-12-26,34.25,-105.41667,270.9,3.8,0.12,100.0,64.9,8.900001,283.4,3.6000001
2915,2018-12-27,34.25,-105.41667,265.4,3.4,0.13,99.1,53.7,11.8,282.9,5.0
2916,2018-12-28,34.25,-105.41667,259.7,5.3,0.0,100.0,100.0,7.4,277.3,5.6
2917,2018-12-29,34.25,-105.41667,257.4,4.1,0.01,78.0,66.8,0.0,271.4,2.1000001
2918,2018-12-30,34.25,-105.41667,261.6,5.3,0.22999999,75.700005,33.2,0.0,276.2,4.4
2919,2018-12-31,34.25,-105.41667,266.9,3.3,0.44,76.9,24.0,0.0,281.1,3.4
2920,2018-01-01,41.23483,-120.79467,273.4,3.7,0.58,74.0,28.300001,0.0,272.5,2.1000001
2921,2018-01-02,41.23483,-120.79467,274.5,3.6000001,0.52,52.0,32.2,0.0,279.1,3.7
2922,2018-01-03,41.23483,-120.79467,274.9,6.0,0.62,47.5,28.800001,0.0,278.3,2.8
2923,2018-01-04,41.23483,-120.79467,274.7,4.7000003,0.31,52.0,52.600002,0.0,280.6,3.4
2924,2018-01-05,41.23483,-120.79467,273.7,2.7,0.17999999,82.6,63.4,4.5,277.0,3.5
2925,2018-01-06,41.23483,-120.79467,271.2,2.6000001,0.12,95.9,69.9,0.0,270.9,1.6
2926,2018-01-07,41.23483,-120.79467,270.8,1.7,0.39999998,91.6,35.3,0.0,273.8,2.4
2927,2018-01-08,41.23483,-120.79467,273.9,2.2,0.19999999,76.4,65.6,2.3,278.0,2.5
